price,bedrooms,bathrooms,sqft_lot,floors,condition,yr_built
359900,4,2.25,7698,2,Average,1983
410000,2,1,4342,1,Average,1927
690000,4,2.5,23488,2,Average,1992
245000,3,2,5760,1,Average,1985
700000,5,2.5,25958,1,VeryGood,1979
268000,4,1.75,9966,1,Average,1977
225000,3,1.75,26055,1,Average,1979
980000,4,2.25,11034,2,Average,1976
795000,2,1,5000,1.5,Average,1905
195000,2,1,5100,1,Average,1953
480000,4,2,10575,1,Fair,1950
485000,4,2,3600,1,Average,1900
130000,2,1,9000,1,Average,1928
325000,2,1,5703,1,Good,1946
440000,3,1.75,7245,1,Good,1984
550000,4,1.75,14782,1,Average,1958
310000,3,1.75,7150,1,VeryGood,1967
530000,3,2.5,39478,2,Good,1989
390000,4,2.5,8548,2,Average,1993
243000,3,1.75,12125,1,Good,1981
639000,4,2.5,9875,2,Average,1990
215000,4,1,7400,1,Good,1969
405000,5,1.75,10500,1,Average,1961
250000,4,1.75,7140,1,VeryGood,1968
405500,3,1.5,8108,1,VeryGood,1954
452000,6,2.25,13579,2,Average,1937
730000,6,2.25,13579,2,Average,1937
267000,3,2,9644,1,Average,1994
289950,3,2.5,6186,2,Average,2002
565000,2,1,4080,1,VeryGood,1911
1.58E+06,4,3.25,51836,2,Good,1988
636000,3,2.5,2770,2,Average,2007
350000,5,3,5500,1,Average,2004
320000,3,1.5,9380,1,VeryGood,1978
210000,2,1.75,5680,1,Good,1978
245000,2,1,5900,1,Average,1950
328000,3,1.75,7650,1,Average,1983
985000,4,2.25,37769,2,Average,1989
501000,3,1.75,7972,1,VeryGood,1976
315000,3,2.25,17424,2,Average,1992
403000,3,2.75,8354,2,Average,2012
550000,3,2,17950,2,Good,1934
347500,4,2.5,3562,2,Average,2012
365000,4,2.25,8893,2,Good,1986
588000,3,1,8167,1,Good,1951
605000,3,1.75,7400,1,Good,1977
1.30E+06,3,3.25,5979,2,Good,1937
233000,3,2,9177,1,Average,1974
360000,4,2.5,17715,2,Average,1997
459000,2,1.75,4887,1,Average,1929
740000,3,2,72745,1,Good,1995
305000,3,1,9750,1,Average,1967
395000,3,1,4000,1,Average,1925
560000,4,2.5,6000,2,Average,2000
650000,4,1.75,5070,1,Good,1963
449950,3,2.5,4912,2,Average,2003
517500,3,1.5,5200,1,Good,1940
435000,4,1.5,6460,1,Average,1970
329999,3,1,6908,1,Average,1952
950000,3,1.75,4200,1,VeryGood,1960
447000,3,1,6001,1,VeryGood,1944
699800,2,2.5,6600,1,Average,2010
850000,3,1.75,3850,1,VeryGood,1911
316500,3,1.75,14250,1,Average,1979
942500,5,3.5,9612,1,Good,1981
1.31E+06,2,2.25,3938,2,Average,1991
856600,4,2.25,13430,1,Good,1964
405600,5,1.5,4000,2.5,Good,1918
565000,4,2.5,22594,2,Average,1996
400000,3,2.25,1149,2,Average,2008
330000,3,2,218252,1,Average,1997
374950,4,2.75,4683,2,Average,2005
405300,3,2.75,7939,1,VeryGood,1983
560000,3,2.25,31400,2,Average,1984
824000,4,2.25,9864,1,Good,1961
260000,3,1.75,10968,1,VeryGood,1984
760000,4,2.5,6099,1,VeryGood,1965
405000,3,2.5,12750,2,Average,1995
429900,4,2.5,8625,2,Average,1987
341500,3,1.5,7223,1,Good,1961
465250,5,2,7642,1.5,Average,1957
450000,2,2,3000,1.5,Average,1912
390000,3,1,10800,1,Good,1955
420000,3,2.25,8030,1,Good,1963
269950,3,2.5,4838,2,Average,2002
493000,4,2,2874,1,Average,1910
370000,4,2.5,5880,2,Average,1998
2.25E+06,5,4.25,9453,1.5,VeryGood,1905
305000,3,1,23680,1,VeryGood,1967
400000,3,1.75,8219,1.5,VeryGood,1938
320000,3,1.5,1221,2,Average,2009
715000,4,1,4800,2,Good,1911
650000,6,2.75,10003,1.5,Good,1966
218000,5,1.75,8040,1,Good,1966
500000,2,1,5400,1,Average,1964
460000,4,2,40419,1,Good,1984
232500,3,1.5,9887,1,Good,1969
408200,3,2.5,5761,2,Good,1990
522000,3,1.75,8400,1,Good,1980
675000,4,2.5,11120,2,Average,1982
1.36E+06,4,3.5,11000,1,Average,1999
249950,4,1,7980,1.5,Average,1952
210000,2,1,34133,1,Average,1950
429950,4,1,7216,1,Average,1947
737500,4,2.5,36276,2,Average,1993
710000,4,2,9000,1,VeryGood,1958
470000,3,2.5,4700,2,Average,1999
1.10E+06,4,3.5,40097,1,Good,1993
650000,3,2,2720,1.5,Average,1913
1.22E+06,4,2.5,8684,1,VeryGood,1967
422120,3,2.5,4534,2,Average,1987
625000,5,2.5,15085,2,Average,2007
385200,4,1,7740,1.5,Average,1954
500000,3,2.25,4964,2,Average,1989
308000,4,2.25,12243,2,Average,1989
565000,3,2.75,9966,1,VeryGood,1977
581000,3,2.5,4438,2,Average,2004
361000,3,2,8698,1,Average,1999
345000,3,1,7210,1,Good,1964
419000,2,2.25,1253,2,Average,2008
347000,3,2.5,4308,2,Average,2004
625000,4,2.25,36085,2,Average,1989
2.40E+06,4,4.25,15188,2,Average,1999
379000,3,3.25,17852,2.5,Average,2014
310000,3,1.5,3323,2,Average,1988
250000,2,2,5500,1,Good,1941
682000,5,2.75,5000,2,Average,2005
246500,3,2,8919,1,Average,1992
325000,3,1,57381,1.5,Good,1932
310950,4,2.5,4997,2,Average,2004
1.10E+06,3,2,5000,2,VeryGood,1931
287500,3,1,7200,1,Good,1954
431000,3,1,7200,1,Good,1954
226000,3,1,5000,1,Average,1968
825000,3,1.75,3090,1.5,VeryGood,1926
175000,4,1,6030,1.5,Average,1947
465750,3,1.5,10350,1,Average,1959
659000,4,2.25,24931,2,Average,1983
595000,3,1.75,5753,1,Average,1941
350000,3,2.25,16290,2,Good,1987
270000,4,2.25,8600,1,Good,1975
662500,6,2.25,25600,1,Average,1957
249900,3,1.75,14000,1,Good,1939
324500,3,1.75,11340,1,Good,1977
430000,2,1.75,4003,1,Average,2004
419950,2,1.75,4003,1,Average,2004
285000,4,1.75,7440,1,Good,1962
332000,4,2.5,7780,2,Average,2002
282000,4,1.75,10725,1,Average,1956
320000,3,1,5175,1,Average,1987
428750,3,1,30736,1.5,Good,1911
330000,3,2.25,35287,2,Average,1977
456500,4,3.5,2309,3,Average,2008
352000,3,2.25,11050,1,Good,1972
664000,4,2,4080,1.5,Good,1912
628000,3,1.75,11894,1,Average,1987
512000,3,1.75,12555,1,Average,1977
254000,3,2,9000,1,Good,1969
535800,4,2.5,5790,2,Average,1994
287653,3,1,16050,1,Good,1960
438000,3,2.5,1304,2,Average,2006
450000,4,1.75,23899,1,Average,1949
327000,5,2.75,8050,2,Average,1998
370500,4,2.5,6120,2,Average,2005
265000,3,2.5,6271,2,Average,1993
450000,4,2.75,13260,1,Good,1979
425000,3,1,213444,1.5,VeryGood,1988
166600,3,1.75,8690,1,Good,1977
245000,1,0.75,15000,1,Average,1963
565000,3,1,5212,1,Average,1951
539900,3,1.75,10150,1,Average,1976
910000,3,3.5,3200,2,Average,2010
280000,4,2.5,7416,2,Average,1990
275000,3,2.25,8549,2,Good,1989
467000,3,2.5,6590,2,Average,2001
457500,3,2.5,4445,2,Average,1996
381156,2,1,3090,1,Good,1908
289999,5,2.5,8240,1,Good,1977
642450,3,1.75,4160,1,Average,1919
469950,3,2.25,8701,1,Average,1962
795000,3,2,13650,1,VeryGood,1975
785000,4,2.5,10514,2,Average,1984
860000,3,2.25,12095,2,Average,1983
1.10E+06,0,0,4764,3.5,Average,1990
147500,3,1,8498,1,Average,1959
390000,3,2,11576,1,Average,1978
229000,3,1,8100,1,Average,1954
185000,3,1,8100,1,Average,1932
414900,3,1.5,9570,1,Average,1941
200000,4,2,4822,1,Fair,1914
225000,4,2.25,9350,1,Average,1969
720000,3,1.75,4000,2,VeryGood,1924
930000,4,2.5,4000,2,VeryGood,1908
1.27E+06,5,2.5,17204,1,Average,1952
700000,5,3.25,3118,2,Good,1928
466000,2,1.5,1058,3,Average,2005
374000,3,1.5,10640,1,Average,1976
480000,3,2.5,10035,2,Good,1994
740000,3,2.5,25341,2,Average,1995
1.01E+06,4,1,5400,1.5,Average,1923
395000,4,2.5,5000,2,Average,2002
340000,2,1,6771,1,Average,1954
209000,3,2,1340,2,Average,2003
431650,5,2.5,7700,1.5,Average,1962
980000,5,2.5,11470,1,Good,1971
660000,3,2.5,28243,2,Average,1993
730000,4,2.25,9009,2,Good,1977
291500,3,1.75,9600,1,Good,1988
905000,4,3.5,14486,2,Average,1997
800000,4,2.5,50308,1.5,Average,1993
839900,4,3.5,13592,1,Average,2013
200000,1,1.5,1157,2,Average,2007
300000,3,2,6698,1,Good,1979
530000,3,1.75,6041,1.5,VeryGood,1942
314950,3,2.25,8479,2,Average,1995
255000,3,1.75,9315,1,VeryGood,1960
550000,5,2.75,5720,1,VeryGood,1950
435000,3,1,4800,1,Good,1917
234000,3,1.75,8738,1,Good,1966
615000,4,2.25,10062,1,Average,1975
205000,3,2,8384,1,Average,1985
384000,4,1.75,7135,1,Good,1955
324000,3,2.5,7208,2,Average,1994
645000,3,1.75,5500,1,Good,1946
570000,3,3.25,1777,2,Average,2007
324000,3,2.5,5322,2,Average,1999
270000,2,1,10320,1,Average,1943
290000,5,1.5,7700,1.5,VeryGood,1962
250000,3,2,9220,1,Average,1965
342000,3,1.75,16275,2,Average,1990
255000,3,1.5,8450,1,Good,1958
800000,3,2.25,11824,1,Good,1972
451000,3,1.75,4049,1.5,Average,1926
990000,4,2.5,10480,1,Average,1967
288400,4,2.5,6687,1,Good,1983
420000,3,1.5,4600,2,Average,1920
359000,2,2.75,1140,2,Average,2009
390000,4,3,262018,1,Average,1988
300000,3,2.5,2614,2,Average,2005
545000,5,2.5,7863,1,Average,1981
288349,3,1,18616,1,Good,1972
299900,3,2.25,35026,1,Average,1985
891000,4,2,5000,1.5,VeryGood,1925
1.20E+06,3,2,22410,1,Good,1947
378000,4,2.5,4650,2,Average,2004
299995,2,1,7200,1,Good,1951
253000,3,2.5,6564,1,Average,1994
350000,3,2.25,47916,1,Average,1979
565000,4,3,4300,1.5,Average,1900
315000,2,1,5665,1,Good,1908
570000,4,3,6766,1.5,VeryGood,1915
971000,5,3.5,10140,2,Average,2005
915000,5,2.5,5589,1.5,VeryGood,1910
419000,4,1.5,23568,1,Good,1950
260000,4,1.75,7480,1,Average,1977
1.32E+06,3,3,12968,2,Average,1990
369950,3,1,10720,1,Average,1977
1.03E+06,3,2.5,13384,2,Average,1994
435000,5,1,6750,1.5,Average,1929
601000,3,1.75,6743,1,Average,1958
460500,3,1,10650,1,Average,1963
720000,3,2.5,1159,3,Average,2000
851000,4,2.5,13202,2,Average,1996
550000,4,3,5000,2,Average,1916
700000,4,1,4560,1.5,Average,1920
323000,3,1.75,14850,1,Good,1963
345500,3,1,8581,1,VeryGood,1944
378000,4,1.5,7920,1,Average,1959
650000,4,2,5000,3,VeryGood,1917
385000,3,2,7380,1,Average,1982
425000,2,1,2970,1,Average,1910
210000,4,2,6174,1.5,VeryGood,1920
630000,4,2.5,43101,2,Average,1993
335000,3,1.75,7500,1,Average,1953
196500,3,1,9000,1,Average,1966
582800,4,2.75,7636,1,Average,1986
440000,3,1.75,7207,1,Average,1983
752500,4,2.25,8616,2,Good,1974
532500,3,1.75,5000,2,Good,1909
265000,3,1,9000,1,Good,1950
397500,3,1.25,13737,1,Good,1961
524250,3,2.5,3469,2,Average,1999
765000,4,2.75,10819,2,Average,1996
648000,4,2.5,5450,2,Average,2001
469500,5,2.5,24759,1,Good,1969
237500,3,1.75,7854,1,Good,1975
216000,3,1,8712,1,Good,1956
427200,3,1,8400,1,Good,1963
280000,3,2.25,7800,1,Good,1977
718000,5,3,9804,1,Good,1968
420000,2,2.75,4139,2,Average,2010
379000,2,1,5400,1,Average,1952
326100,2,1,7683,1,Average,1942
535000,3,2.5,1016,3,Average,2003
283000,4,2.75,8560,1,Average,1992
260000,3,1,7469,1.5,Average,1940
399000,4,1,6388,1.5,Good,1951
484950,3,2.25,5004,2,Average,1987
640000,4,1.75,9828,1,Good,1960
585000,4,2.5,8158,1,Good,1952
645000,4,2,11583,1,Average,1955
253000,3,2,7651,1,Average,1988
178500,2,1,6460,1,Average,1953
291000,4,2.5,6325,2,Good,1991
199950,2,2.75,20917,1.5,Average,1920
553500,2,1,2340,1,Average,1922
189950,2,1,4188,1,Average,1981
289000,3,2,9550,1,Average,1988
700000,4,2,4590,2,Average,1908
270000,3,2,8853,1,Average,1967
258000,4,1.75,8320,1,Average,1977
530000,3,2.5,7214,2,Average,2005
245000,3,2.25,3677,2,Average,2012
563000,3,2,5000,1.5,Good,1917
515000,3,2.5,4203,2,Average,2001
325000,4,2.5,7091,2,Average,1987
540000,3,2.25,217800,2,Average,1996
280300,2,1,5000,1,Good,1949
460000,4,1.75,5500,1.5,VeryGood,1926
475000,3,1.75,8970,1,Good,1981
900000,4,2.25,44431,1,Good,1957
538200,4,3,7260,1,Good,1964
429000,2,1,3600,1,Average,1922
164808,3,1,5411,1,Average,1980
520000,4,2.25,7700,2,Average,1977
475000,3,1.75,8432,1,Average,1977
283000,4,1.5,47045,1,VeryGood,1942
321500,4,2.5,6228,2,Average,2000
840000,4,2.75,21810,2,Good,1993
287000,3,2.25,6000,2,Good,1992
375000,3,1.75,8106,1,Average,1962
349500,3,1.75,7128,1,Good,1969
446450,3,1.5,7749,1,VeryGood,1960
315000,4,2.5,9643,2,Good,1992
271310,2,1,5340,1.5,Fair,1906
315000,4,1,8400,1.5,Good,1953
245000,3,1.75,6930,1,Good,1990
543115,2,1,5484,1,Average,1947
900000,4,2,8190,1.5,Average,1945
2.45E+06,4,4.25,6552,2,Good,2008
554000,2,2,6045,1,Average,2003
249900,3,1.75,12522,1,VeryGood,1950
768000,3,2.5,54160,2,Good,1981
980000,4,3,5854,1,Average,1967
395000,5,2.5,9600,1,Average,1962
415000,3,1.75,2200,2,Average,1995
380000,4,2.5,6921,2,Average,2003
566000,3,2.5,5259,2,Average,1999
218500,2,1,8961,1,Good,1949
550000,4,2.5,10500,1,Good,1976
512031,3,1.75,3000,1,Average,1920
197500,2,1,8860,1,Average,1950
470000,3,2.25,8784,1,Average,1977
590000,3,1.75,242629,1,Average,1981
465000,4,2.25,8862,1,Good,1977
499000,2,1.75,114562,1,Good,1968
515000,3,2.25,11500,1,Average,1972
716500,3,1.75,5000,1,Average,1936
410000,3,2,4250,1,Average,1944
850000,4,3.25,6500,2,Average,1994
1.05E+06,4,3.25,35021,2,Average,1983
648000,4,2.5,13435,2,Average,1992
620000,4,2.25,5350,1.5,Good,1929
935000,4,4.5,84267,2,Average,2008
379000,3,1,10320,1,Good,1963
699000,3,1.75,5375,1,Average,1952
528000,4,2.25,8005,1,Average,1960
425000,3,1.75,9452,1,Good,1974
249500,2,1.75,8645,1,Good,1963
1.04E+06,5,3.25,6642,2,Average,2014
790000,4,2.75,11900,1,Good,1961
399950,3,1,18050,1,Average,1969
275000,3,1.5,9000,1,Average,1953
550000,3,1,2500,1.5,Average,1912
140000,1,1,6890,1,Good,1926
250000,3,1,6250,1,Average,1954
318000,3,2.25,8909,2,Average,1988
505000,2,1,57000,1,Average,1962
470500,5,2.5,9248,1,Average,1966
360000,3,1,9206,1.5,Average,1954
1.24E+06,4,2.75,8500,1,Good,1962
986000,3,2.5,16080,1,Good,1964
515000,2,1,4228,1,Average,1906
320000,3,1.75,41900,1,Good,1939
310000,4,3,7426,1,VeryGood,1951
356700,2,1,5000,1,Good,1942
775000,4,1.75,5595,1,Average,1956
325000,3,1,7541,1,Average,1951
208000,4,2.75,8677,1.5,Average,1962
825000,2,1,12775,1,Good,1908
515000,3,2.5,11254,1,Average,1990
490000,3,1.5,3400,1.5,Good,1929
675000,4,3,28300,1,Average,1954
360000,4,2.5,4080,1,VeryGood,1962
550000,4,2.5,4080,1,VeryGood,1962
225000,3,1.5,9000,1,Average,1962
500000,3,2.75,9360,1.5,Good,1967
385000,4,2,11700,1,Good,1969
837700,5,2.75,12611,2,Average,1994
448000,3,2.25,3056,2,Average,2003
730000,5,1.75,21357,1,Good,1952
575000,4,1.5,7140,1,Average,1954
430000,3,1.75,7300,1,Good,1976
435000,3,2.5,3987,2,Average,2002
241000,3,1,9611,1,Good,1973
453500,2,1.75,1760,1,Good,1924
285000,2,1.5,1380,3,Average,2001
151000,2,1,4222,1,Good,1942
1.57E+06,5,4.5,14731,2,Average,2004
631000,5,2,2400,2,Average,1905
285000,2,2.5,1073,2,Average,2011
195000,3,1,8378,1,Good,1959
817500,4,2.5,35679,2,Good,1987
550000,3,2,12825,1,Good,1960
1.13E+06,4,2.5,8281,2,Good,1995
609850,2,2.75,1369,3,Average,2002
200000,3,1,4380,1,Average,1947
367000,4,2.5,6219,2,Average,2006
285167,3,2.25,8375,2,Average,1988
275000,2,1.5,32175,1,Good,1947
350900,4,2.5,12843,2,Average,1992
660000,4,3.25,9273,2,VeryGood,1988
525000,3,1.75,8835,1,Good,1957
262000,4,2.5,7800,2,Average,1997
690000,2,1,4560,1,Good,1907
624000,5,3.75,14648,2,Average,2005
353000,3,1,7740,1,Good,1947
552500,4,3.5,10400,2,Average,2002
224500,4,1,8355,1.5,Good,1983
239000,3,1,8571,1,Average,1950
975000,5,4.5,12250,2,Average,2004
1.20E+06,4,1.75,13470,2,Average,2006
505000,3,1,4000,1.5,Average,1910
302000,4,1.75,7865,1,Good,1963
170000,3,1,5670,1,Average,1944
195000,2,1,27007,1,Good,1910
272000,5,1.5,6300,1,Good,1959
369000,5,1.5,6300,1,Good,1959
332500,3,1.5,6332,1,Average,1953
515000,3,2.5,8250,1,Good,1963
269000,3,1,4250,1,Average,1967
1.28E+06,4,4,17832,1,Good,1994
303000,3,2.5,4100,2,Average,1985
420000,7,3,8624,1,Average,1977
400000,3,1,4100,1,Average,1941
225000,3,1,8437,1,VeryGood,1987
219000,2,2,2550,2,Average,2004
605000,3,2.5,9487,2,Average,1989
625000,4,2,6867,1,VeryGood,1942
380000,5,2,3240,1,Average,1906
620000,4,2,7700,1.5,Good,1962
687500,4,2.75,10970,2,Average,1994
225500,4,2,7950,1,VeryGood,1962
252500,3,2,6000,1,VeryGood,1956
510000,3,2.5,3658,2,Average,1994
510000,4,2.5,5203,2,Average,2003
725000,3,2.5,4000,1.5,VeryGood,1906
75000,1,0,43377,1,Average,1966
492000,2,1,2970,1,Average,1927
425000,4,2.5,14196,1,Good,1977
1.96E+06,4,2.75,7898,1,Good,1963
298900,3,2.5,6162,2,Average,1994
699000,4,2.5,40319,2,Good,1987
310000,2,1,3000,1,Good,1918
350000,3,1.75,8580,1,Average,1961
790000,4,1.75,10061,1,Average,1961
305000,4,2.5,5000,2,Average,2003
315000,3,2.5,2865,2,Average,2003
267500,5,3.5,6600,2,VeryGood,1977
1.75E+06,4,3.25,7749,2,Average,1950
435000,6,3.5,8620,2,Average,1987
482500,6,4.5,7500,1.5,Good,1966
5.11E+06,5,5.25,45517,2,Average,1999
439995,3,1.75,8400,1,Good,1959
460000,3,3,7500,1,Average,1967
194000,3,1,6440,1,Good,1971
290000,2,0.75,8313,1,Good,1943
274700,4,2,9600,1,VeryGood,1963
900000,4,2.5,3672,2,VeryGood,1910
1.15E+06,4,4,103382,2,Average,2001
605000,3,2.5,3667,2,Average,2008
359000,3,2.5,3850,2,Average,2004
850000,3,1.75,9900,1,Average,1951
505000,3,2,2500,2,Average,2002
565000,3,2.5,7394,2,Average,1990
585000,2,1.75,7110,1,Good,1955
328000,4,3.25,7500,2,Average,1990
749950,4,2.75,18700,1,Average,1957
826000,4,2.5,7140,2,Average,2006
535000,3,1,40259,1,Good,1977
925000,4,2.5,101930,2,Good,1991
875000,3,3.5,6000,2,Average,2001
902000,4,2.25,9200,1,VeryGood,1976
423000,3,1,13900,1,Average,1951
235000,3,1,11100,1,Good,1968
545000,2,2,14057,1,Good,1980
343000,2,1,7560,1,Average,1961
334950,3,2.5,2930,2,Average,2002
405000,3,1.75,5355,1,Average,1956
220000,4,1,8250,1,Average,1959
173000,2,1,8100,1,Average,1947
655000,3,1,3600,1.5,Average,1906
406000,2,1,3000,1,Average,1924
632000,6,2.5,8320,1,Average,1961
357000,5,2.75,4000,1,Average,1990
361000,3,1.75,17585,1,Average,1964
277000,2,1,8149,1,Average,1948
630000,4,3.75,40202,1,Good,1980
254000,3,2.5,4597,2,Average,2003
472800,3,2.25,8400,1,Average,1961
263000,3,1.75,3800,1,Average,1913
510000,3,1.75,3800,1,Average,1913
179950,3,1,10125,1,Good,1952
525000,4,2.25,7307,1,Average,1973
479000,3,2.5,889,3,Average,2008
651000,3,2,6440,1,VeryGood,1940
949000,4,1.75,7834,1,Good,1958
392400,5,2.5,27951,1.5,Average,1942
585000,4,1.75,5356,1,Good,1950
460000,4,2.5,7504,2,Average,2004
470000,3,1,4400,1,Average,1951
245000,3,2.5,4271,2,Average,2003
500000,4,2,27631,2,Good,1978
455000,3,2.5,8653,2,Average,1989
485500,4,2.5,3974,2,Average,1999
1.88E+06,5,3.25,7920,2,Average,1921
100000,2,1,17334,1,Average,1978
307000,3,1.75,16105,1,Average,1982
475000,4,3.5,14401,2,Average,1994
330000,4,2.5,7210,1,Average,1972
130000,3,1,7520,1,Good,1960
320000,3,2.5,7417,2,Average,1998
735000,4,2.5,6180,2,Average,2013
365000,4,2.5,9600,1,Average,1972
234000,3,1.5,11935,1,Good,1968
211000,4,2,8288,1.5,Average,1970
680000,6,3.5,6320,2,Average,1969
457000,4,3,7845,2,Average,2002
349000,3,2.25,7261,2,Average,1989
360000,3,2.75,6840,1,Average,1979
350000,4,2.5,10155,2,Average,1998
208000,3,1,7420,1,VeryGood,1960
250275,2,1,11234,1,Good,1942
435000,2,1,11234,1,Good,1942
270000,3,1.75,7763,1,Average,1984
438000,3,1.75,12940,1,Good,1961
659000,4,2,23625,2,Average,1938
645000,4,2.75,6350,1,Good,1974
685100,4,2.5,5423,2,Average,1999
350000,7,3,9569,1,Average,1963
375000,2,1,81892,1,Average,1955
170000,3,1.5,81549,1,Fair,1966
880000,4,2.5,3841,3,Average,2005
410500,4,2.5,5000,2,Average,2008
780000,4,2.5,13609,2,Average,1996
1.23E+06,5,4.5,4426,2.5,Average,2001
449000,2,1.75,6852,1,Average,2005
546000,3,1.75,5000,1,Good,1921
317000,3,2,11410,1,VeryGood,1977
276900,3,1,7566,1,Good,1958
399000,5,2,7030,1,Average,1965
495000,5,2.75,10165,1,Good,1976
258000,3,1.75,9000,1,Good,1978
600000,2,2.5,102366,1,Good,1912
265000,3,2.75,881,3,Average,1999
321000,5,2.75,7000,1,Good,1978
682000,5,2.25,4000,1.5,Good,1910
295700,4,2.5,5805,2,Average,2000
609000,4,2.5,37981,2,Average,1985
995000,3,4.5,47044,2,Average,1968
530000,3,2.25,11817,2,Good,1986
614000,5,2.5,5150,2,VeryGood,1907
390000,3,2.5,21780,1,Average,1986
467000,3,2.5,6642,2,Average,2004
484000,6,2.5,13501,1,Average,1980
340000,3,2.5,1115,3,Average,2003
302495,3,2.5,7201,2,Average,1994
532500,3,1.75,3360,1,VeryGood,1927
441500,3,2.5,9592,2,Average,1993
470000,4,2.5,8062,1,Good,1967
2.30E+06,4,3.25,8570,2,Average,2004
590000,3,2.5,99752,1,Average,1996
320000,3,1.75,12000,1,Average,1942
363000,2,2,1201,2,Average,2009
747500,4,2.25,18600,2,Good,1977
750000,2,2.5,7957,2,Average,2003
831000,4,3,4000,2,Good,1982
403000,3,2.5,4125,2,Average,2004
445000,3,2.5,4565,2,Average,2005
345000,3,1,17380,1,Good,1970
2.26E+06,3,3.5,14872,1,Average,2003
371025,3,2,8925,1,Average,1977
355000,2,1,6250,1,Average,1916
270000,3,1,14110,1,Good,1972
425000,4,2.75,15349,2,Good,1957
364808,3,1.75,7875,1,Average,1967
320000,3,2.25,6561,1,Average,1981
325000,4,2.5,5797,2,Average,2006
350000,3,2.25,10290,2,Average,1984
170000,3,1.5,10176,1,Average,1947
255000,2,1,28717,1,Good,1984
550000,3,1,7500,1,Average,1947
835000,4,4.25,25714,2,Average,2005
420000,3,1,5120,1,Good,1946
925000,4,2.5,7350,2.5,VeryGood,1958
389250,2,1.5,4080,1,Average,1956
748000,3,2.5,10183,1,Average,2004
284000,3,1.75,9600,1,Average,1988
588000,4,2,5000,1,Average,1950
372500,3,1.75,8648,1,Good,1963
285000,4,3,7194,2,Good,1988
360000,3,1,9467,1,Average,1954
275000,3,1,17859,1,Good,1930
428000,2,2,4225,1,Average,2003
847000,6,2.5,17864,2,Average,1969
316000,3,1,7838,1,Good,1977
375000,3,2.5,7205,2,Average,2000
533000,3,1,4080,1,Average,1967
556000,5,2.5,16905,2,Average,1991
225000,4,2,14120,1,Average,1966
537250,4,2.5,9530,1,Good,1978
255000,3,1,13650,1,Good,1967
530000,4,2.5,4836,2,Average,2006
5.30E+06,6,6,24829,2,Good,1991
595000,3,2.75,31238,2,Average,1996
548000,4,2,8880,1,Good,1958
234975,3,1.75,8073,1,Average,1980
600000,3,1.75,1325,2.5,Average,2005
432000,4,1,12528,1,Good,1967
455000,3,1.5,6657,2,Average,1986
279950,3,1.75,11234,1,Average,1965
267500,3,1.5,9072,1,Good,1963
620000,4,2.5,220308,2,Average,2000
110000,2,1,7590,1,Fair,1943
625000,3,3.5,1846,2,Good,2009
389000,2,1,7000,1,Average,1952
1.20E+06,4,2,3360,2,Average,1905
788500,4,2.25,133729,2,Good,1977
567000,5,2.25,6936,1,Average,1974
515000,2,2.25,15000,1,Average,1987
605000,4,2.5,11870,1,VeryGood,1968
430000,4,3.75,4800,2,Average,1936
805000,2,1.75,6000,1,Average,1920
567500,3,2.5,4556,2,Average,1999
647500,3,1.75,3870,1,VeryGood,1916
495000,2,1.75,2530,2.5,Good,1903
825000,4,2.5,5000,2,Average,2006
435000,4,2.25,7506,2,Good,1987
445950,3,1.75,7800,1,VeryGood,1968
