Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands
127917,18,1,1,M,Single,526.7659998
157423,38,21,1,F,Married,205.6650527
117922,21,2,1,M,Married,891.5187959
125623,67,49,1,M,Single,414.2560905
166876,21,2,1,M,Married,207.011744
188422,46,27,1,F,Married,340.607225
169334,25,8,1,F,Married,415.5747896
155258,68,48,1,F,Married,71.4770177
163409,25,6,1,F,Married,279.9889923
163934,44,27,1,F,Single,372.644576
162638,41,24,1,F,Single,398.2594462
167408,24,7,1,F,Married,458.1587158
169456,44,27,1,F,Married,299.2104772
191401,54,36,1,F,Married,299.5314296
190961,45,27,1,M,Single,472.4328688
104552,49,28,1,F,Married,527.5459518
187229,64,43,1,F,Single,299.9230428
188570,41,24,1,F,Married,292.0494433
156221,48,29,1,F,Single,437.82145
142932,60,40,1,F,Married,554.8941047
176584,44,23,1,F,Married,525.0527842
183996,53,34,1,F,Married,503.0542024
177439,54,35,1,M,Married,230.9037288
118609,38,21,1,F,Single,404.2819242
108222,45,25,1,F,Married,295.0005078
106047,62,42,1,M,Married,555.6005312
131121,70,53,1,F,Single,153.1615919
101768,18,1,1,M,Single,463.3050457
144597,47,26,1,F,Married,360.0556483
155038,49,31,1,F,Married,127.9555841
134528,70,51,1,F,Married,32.84523715
155174,23,6,1,F,Single,648.6773297
128850,62,41,1,M,Married,56.4476765
171597,66,45,1,M,Married,49.35555095
141659,35,15,1,F,Single,354.4909509
108864,26,9,1,M,Single,384.8792499
102921,22,4,1,F,Single,268.6718533
103807,65,45,1,M,Married,218.8769746
160977,59,41,1,M,Single,419.1877776
135934,61,43,1,M,Single,89.22649655
120212,69,49,1,F,Married,230.589839
147154,58,41,1,M,Single,458.3461769
148155,66,49,1,F,Married,499.0903996
107649,25,8,1,M,Single,712.2418496
190257,51,31,1,F,Married,314.6486414
126775,25,8,1,F,Single,495.0498383
103126,55,38,1,F,Single,437.5486569
192373,41,21,1,M,Married,350.5732049
145469,23,6,1,M,Married,379.0887054
162919,51,33,1,M,Single,468.1149602
181851,67,48,1,F,Single,136.6655437
162069,38,18,1,M,Married,690.219118
118355,44,26,1,F,Married,234.4652252
190643,64,46,1,F,Married,228.1717927
154356,52,33,1,M,Married,561.5039553
142416,67,50,1,F,Single,130.5786189
177475,16,0,1,F,Single,516.8054766
108669,17,0,1,F,Married,806.8782918
192867,62,43,1,M,Married,284.6270671
199634,62,45,1,M,Single,266.4859016
171178,53,35,1,F,Married,471.5150074
188454,31,14,1,F,Single,343.1756364
170617,37,20,1,M,Married,470.1173279
190380,23,4,1,F,Married,291.9627918
109637,51,33,1,M,Single,437.1309872
154536,37,19,1,F,Single,416.9465298
106999,65,45,1,F,Married,153.1137653
199525,23,6,1,F,Married,138.2124308
165243,61,40,1,F,Married,92.94404984
195412,53,34,1,F,Married,175.2074655
188569,26,5,1,M,Married,738.1112479
150790,70,50,1,M,Married,153.752197
106064,38,19,1,F,Married,310.9397719
139097,19,2,1,F,Single,279.4165022
115865,46,29,1,F,Married,328.9045117
132569,70,52,1,F,Single,385.0208974
121376,70,52,1,M,Married,157.3571743
194779,52,33,1,M,Single,815.6127623
173775,37,16,1,M,Married,665.0776527
110036,70,50,1,F,Single,392.2734468
114263,55,35,1,M,Single,389.3103123
163522,49,32,1,F,Married,319.7251844
171670,58,40,1,F,Single,430.3296192
132302,54,36,1,F,Single,487.8492932
124158,23,5,1,F,Married,236.5676919
187351,22,4,1,M,Married,197.9124841
180841,19,0,1,F,Married,276.5807741
195900,68,48,1,M,Married,39.12363354
134977,18,0,1,M,Married,279.8615512
128818,50,29,1,F,Single,465.7864789
193479,65,46,1,M,Married,434.7234839
118961,63,46,1,M,Married,216.8897072
169432,64,44,1,M,Married,67.08095282
148888,39,20,1,M,Single,862.1750525
192887,25,6,1,F,Single,647.6694226
141991,37,18,1,M,Married,400.3321226
138771,33,15,1,F,Single,694.5450764
194536,55,38,1,F,Married,111.8798755
174940,22,3,1,F,Single,240.0029509
136647,58,38,1,F,Married,386.1270382
191041,67,50,1,M,Married,93.51562689
132110,30,9,1,F,Single,601.3926631
105086,39,20,1,F,Single,365.7417475
129371,37,18,1,F,Married,298.7168796
187892,67,50,1,F,Married,227.2721222
194535,41,23,1,M,Single,447.7009575
115124,40,19,1,F,Single,471.3562274
128196,16,0,1,M,Single,789.2221205
126686,22,5,1,M,Single,437.3787493
147704,63,42,1,M,Married,581.0593991
131627,24,5,1,F,Single,481.1598112
194131,70,52,1,F,Married,269.810358
148533,68,51,1,M,Married,59.01522562
180505,56,39,1,M,Married,353.2470892
138868,61,43,1,M,Married,348.6501515
195135,60,39,1,M,Single,187.5124909
103717,64,47,1,M,Single,212.3076172
150800,28,11,1,M,Single,297.3944661
191480,50,32,1,M,Single,463.4877059
179314,43,22,1,M,Married,356.3656226
172647,62,45,1,F,Married,30.93276225
167595,57,39,1,M,Married,693.878229
186723,57,38,1,F,Married,142.7516263
104070,40,20,1,M,Married,502.6195503
188873,49,32,1,M,Married,337.6150066
143537,61,42,1,F,Married,88.79955695
154595,64,43,1,M,Single,455.0087752
196040,41,22,1,F,Married,346.4537728
172397,62,42,1,M,Married,445.5511262
125626,37,17,1,F,Married,518.1264247
171112,63,45,1,M,Married,367.0996594
139511,31,13,1,M,Married,320.5519106
126611,41,20,1,M,Single,487.0448096
125227,20,2,1,M,Married,473.0586347
126025,39,20,1,M,Married,242.4366585
126266,22,4,1,F,Single,569.1210983
118850,23,6,1,F,Single,641.6075399
122822,65,46,1,M,Married,41.68772747
103598,60,39,1,F,Married,148.1725629
153135,57,40,1,M,Married,408.8901347
129904,38,18,1,F,Married,576.2550331
115899,69,51,1,M,Single,161.4972836
104135,68,48,1,F,Married,122.8164329
178290,66,49,1,M,Single,146.5715444
158539,18,0,1,F,Single,518.0761387
119194,36,18,1,F,Single,241.2948785
162109,24,6,1,M,Married,496.7009686
168515,28,10,1,F,Married,320.0403218
182642,26,7,1,M,Single,563.268251
159604,69,51,1,F,Married,125.8350503
172921,29,10,1,F,Married,107.4184383
167737,40,19,1,M,Married,207.3153847
168735,33,12,1,M,Single,919.4340912
144054,22,4,1,F,Married,190.6377645
188684,44,27,1,F,Single,379.1966162
162680,32,12,1,M,Single,502.0650609
160694,19,2,1,F,Single,271.8929537
182683,33,12,1,F,Married,287.4214409
123788,69,52,1,F,Single,234.7357156
118035,28,7,1,F,Married,356.4938337
109043,25,8,1,M,Single,440.5874752
171682,26,6,1,F,Single,481.2460799
198754,61,43,1,M,Married,178.9945855
121786,28,7,1,M,Single,411.2520222
109803,57,36,1,F,Married,444.5948574
113169,36,15,1,F,Married,249.9467293
129655,69,50,1,M,Single,161.9476996
129748,22,5,1,F,Single,680.9239433
145566,50,32,1,F,Married,308.5023481
122069,18,0,1,F,Married,429.1487774
131359,22,5,1,M,Single,800.9309908
186769,65,46,1,M,Single,377.6421689
113032,20,3,1,M,Single,606.0372524
194825,70,51,1,F,Single,343.2685172
154404,63,42,1,F,Single,365.7762262
173862,49,29,1,M,Single,531.0568631
186245,17,0,1,M,Married,256.3104419
198629,23,5,1,M,Married,651.9069317
181463,57,40,1,F,Single,402.0108039
168122,37,19,1,F,Single,589.0525916
102648,25,7,1,M,Married,364.522933
133783,26,6,1,M,Single,491.4299422
158802,44,24,1,F,Married,188.8398295
140768,27,10,1,M,Single,430.1199309
172954,26,5,1,F,Married,349.4050007
103861,35,17,1,M,Single,499.0115671
156007,46,28,1,M,Married,630.5057856
176790,65,44,1,M,Married,479.8133205
190221,23,6,1,F,Single,536.4084716
154226,26,8,1,F,Single,306.6197955
187674,47,27,1,M,Single,434.40134
170979,69,48,1,F,Married,119.6500676
147124,61,41,1,M,Married,526.2793522
160027,53,36,1,F,Married,297.5190349
120525,69,48,1,F,Single,30.84570505
125091,22,3,1,F,Single,191.7527247
190579,66,48,1,M,Married,62.86831105
145597,31,11,1,M,Married,664.0535613
141782,68,49,1,F,Single,75.69629415
136917,16,0,1,F,Married,223.813659
116477,44,24,1,F,Married,326.6636811
132995,51,33,1,F,Single,462.2505406
152775,21,4,1,M,Single,460.4609532
125754,25,6,1,M,Single,570.7708186
110397,70,49,1,F,Married,148.5966606
145466,68,47,1,M,Single,230.9517193
183541,25,6,1,M,Married,546.4265523
111575,23,6,1,M,Married,293.4321973
165488,62,43,1,F,Married,599.9778705
170272,24,6,1,F,Married,493.9555063
172312,62,44,1,F,Married,544.9158279
182862,33,16,1,M,Single,397.8918445
137693,31,12,1,M,Single,727.8923199
147414,52,31,1,F,Married,511.9886291
148145,69,50,1,F,Married,383.0844977
171418,43,22,1,M,Married,361.1706404
171097,52,31,1,M,Single,404.8567609
189808,62,44,1,M,Single,169.0810077
189714,28,10,1,M,Single,564.3810046
160960,46,25,1,M,Married,390.0515833
116370,27,10,1,M,Single,722.4834937
195594,43,26,1,M,Married,592.2871812
120787,68,49,1,F,Single,313.0465443
177349,70,49,1,F,Single,194.4767543
164077,27,6,1,M,Single,546.8137954
139695,62,41,1,M,Single,91.22254626
130529,17,0,1,F,Single,350.7660344
185847,67,47,1,M,Single,738.0077268
114658,44,27,1,F,Single,452.5516079
180190,51,31,1,M,Married,312.0653155
189575,48,30,1,M,Single,461.7150312
116416,58,38,1,M,Single,214.1358992
102337,41,20,1,M,Single,496.6251555
134796,61,41,1,M,Single,236.6978813
113159,22,5,1,F,Single,668.9781664
128550,67,50,1,M,Single,102.0728666
194468,31,12,1,M,Married,324.8298627
191415,42,24,1,M,Married,409.9283918
153534,16,0,1,F,Single,272.0139319
132958,61,44,1,M,Single,414.6447652
178003,43,25,1,F,Married,333.9538906
172391,30,11,1,M,Single,513.8387199
140156,42,22,1,F,Single,403.70609
129185,42,25,1,F,Married,471.8190516
153328,34,17,1,F,Married,313.033365
188689,40,19,1,F,Married,358.5975643
127032,64,47,1,F,Married,270.2730694
175816,32,15,1,M,Single,511.4659889
198747,41,24,1,M,Single,514.2098312
174661,38,19,1,F,Married,303.1201775
128822,21,3,1,M,Married,250.099125
138623,21,3,1,M,Married,454.6213775
100710,65,46,1,F,Single,345.7533158
128360,64,44,1,F,Married,221.2919568
177850,19,0,1,F,Married,228.2167881
116999,54,34,1,M,Married,361.4416937
132143,58,39,1,M,Married,344.8105362
126188,17,0,1,F,Married,381.7838871
163501,19,1,1,F,Married,390.682358
196657,66,45,1,M,Single,101.6847135
131890,70,51,1,M,Married,300.1399029
196710,60,39,1,F,Single,44.73706716
116097,63,46,1,M,Married,136.7283326
183570,22,4,1,F,Married,107.8775639
149545,29,9,1,M,Single,665.9491438
199698,64,43,1,F,Married,52.51168524
196524,56,38,1,F,Married,300.2605517
145440,39,22,1,M,Married,153.61885
183366,52,33,1,F,Married,181.8773342
150533,67,48,1,F,Single,280.9848214
143559,57,40,1,M,Married,625.2493695
164071,58,37,1,M,Married,187.4003044
157802,64,43,1,F,Married,375.1662201
181116,22,5,1,M,Married,693.4669374
101613,21,2,1,F,Married,343.4349944
142244,53,36,1,F,Single,374.7773463
175844,24,6,1,F,Married,369.0963317
160518,26,6,1,F,Married,382.1026866
146817,47,30,1,F,Single,453.0462645
186803,19,0,1,M,Single,835.5043575
111215,63,46,1,M,Married,243.7608577
137648,50,29,1,F,Married,587.8910956
196800,16,0,1,M,Married,169.8362524
180015,49,31,1,M,Single,165.6043454
187305,57,36,1,M,Married,375.2039276
187736,70,53,1,M,Single,99.29601274
121413,30,13,1,M,Married,416.8568223
117158,66,46,1,M,Single,169.0761351
120834,30,9,1,M,Married,387.4435732
140706,66,49,1,M,Married,152.1838825
196877,56,36,1,F,Married,369.2066993
158910,68,47,1,F,Single,101.120868
113860,67,47,1,M,Single,98.11645572
189856,36,17,1,M,Single,480.0813937
195144,70,51,1,M,Single,523.5559353
193950,68,51,1,M,Married,283.7470142
142228,16,0,1,F,Married,236.5629119
172662,19,0,1,F,Single,703.098246
149102,19,0,1,F,Single,514.3464743
114383,20,3,1,M,Married,459.9911635
119492,16,0,1,F,Married,258.3328842
121846,68,51,1,F,Married,70.30320012
193059,16,0,1,M,Married,194.9484606
139789,23,4,1,F,Single,561.8599305
127866,33,15,1,M,Married,346.9535288
158610,69,49,1,F,Married,150.6347241
171964,52,31,1,M,Married,353.6364025
117770,20,2,1,F,Married,178.225309
113082,27,6,1,M,Single,466.0522963
101257,70,49,1,M,Married,365.7364661
141628,22,4,1,F,Married,318.7108563
144657,16,0,1,M,Married,457.1441353
133556,23,5,1,F,Single,1069.470213
133148,69,51,1,F,Single,220.8134293
115652,51,34,1,F,Married,209.161744
190592,37,17,1,F,Single,459.278839
125351,39,22,1,M,Married,352.218165
184161,26,7,1,F,Married,346.2011049
184395,36,19,1,M,Single,444.0920771
199301,21,3,1,F,Single,584.4584795
158931,39,19,1,F,Married,339.6011591
148130,47,28,1,M,Single,342.6143104
148560,66,49,1,F,Married,34.99649779
196111,19,1,1,M,Single,660.0792756
159312,44,27,1,F,Single,688.1702964
123025,24,5,1,F,Single,426.2893605
125564,51,31,1,M,Single,600.436007
102121,39,20,1,M,Married,320.0088665
171301,38,17,1,F,Married,150.128075
137377,44,26,1,M,Single,426.8421815
136071,61,40,1,M,Married,89.43264583
186647,41,23,1,F,Married,285.0448892
100633,67,49,1,M,Married,354.8619578
196322,20,3,1,F,Married,295.8795577
175527,32,13,1,M,Married,626.3597611
121480,20,3,1,F,Single,413.5916968
121362,61,44,1,M,Single,328.9980029
158855,19,1,1,F,Married,488.2883074
180944,23,5,1,F,Single,728.0642984
109713,58,39,1,M,Single,416.3768884
180890,55,38,1,F,Single,404.8388241
113494,62,42,1,F,Single,186.6485083
112411,43,25,1,F,Married,247.6518147
107331,17,0,1,F,Single,847.5286139
156093,64,45,1,M,Married,184.7351579
166857,68,50,1,F,Single,408.4515225
122013,41,23,1,F,Single,137.5378909
111072,53,36,1,M,Single,259.8909694
123972,32,12,1,F,Single,425.2124819
177825,30,9,1,M,Single,401.3427019
178441,19,0,1,F,Single,690.3083206
163337,42,21,1,F,Single,380.8165241
127481,36,18,1,M,Married,393.2955575
156322,62,41,1,F,Single,369.8815672
110313,64,45,1,M,Married,276.7748308
100868,25,8,1,F,Single,342.6650991
156774,47,28,1,F,Single,376.5497194
102779,67,47,1,M,Single,306.2881697
195840,39,22,1,M,Single,424.411475
101711,21,4,1,F,Married,432.2491717
135832,27,10,1,F,Married,221.1329875
160873,65,44,1,F,Single,283.9687422
116970,25,8,1,M,Married,279.6556808
189757,67,50,1,F,Single,480.3987095
196688,25,7,1,M,Single,1380.915346
125452,58,38,1,F,Married,308.233244
154741,55,35,1,F,Married,333.633504
177527,35,17,1,M,Married,347.1522303
136616,17,0,1,F,Married,266.0062224
136520,60,40,1,M,Married,285.1038637
179151,20,1,1,M,Single,895.8877575
123654,18,0,1,F,Married,728.1487947
144545,61,44,1,M,Married,90.01448314
156108,17,0,1,F,Married,270.6146732
185584,39,21,1,F,Married,156.5256279
178376,22,4,1,M,Married,724.7811444
150779,64,47,1,F,Married,245.6001242
143177,50,30,1,F,Married,274.564189
148702,66,49,1,M,Married,318.1532303
142070,47,26,1,F,Married,321.5142862
185159,68,50,1,M,Single,236.5013685
122221,17,0,1,F,Single,424.7723034
125904,68,47,1,M,Married,29.78216176
118385,39,18,1,M,Married,600.7874896
177720,43,22,1,M,Married,389.3255588
122934,62,44,1,M,Married,57.34341336
115630,32,13,1,M,Single,616.0345533
194418,65,46,1,F,Married,128.3992407
185565,31,12,1,M,Single,820.9288721
186797,70,50,1,M,Single,97.8872245
196925,47,29,1,M,Married,422.1639047
189192,46,29,1,M,Married,201.6782523
167501,28,8,1,M,Single,747.8135443
138715,43,23,1,F,Married,289.315993
175052,65,44,1,M,Married,201.5901302
108870,40,23,1,F,Married,197.7098654
153419,63,43,1,F,Married,115.7704846
148374,28,10,1,F,Married,179.0536986
145004,60,43,1,M,Single,68.2247322
107329,68,51,1,F,Married,116.4833382
115142,25,6,1,M,Single,512.9049801
144335,64,44,1,F,Married,235.6730053
127200,32,13,1,F,Single,447.2109481
128942,19,1,1,M,Married,238.3462253
136351,39,21,1,F,Single,739.0265466
146649,20,2,1,M,Single,351.7077018
186175,70,53,1,M,Single,251.1951899
131374,25,7,1,M,Married,1208.666417
153172,66,47,1,M,Married,35.42012774
104313,47,27,1,F,Married,329.280977
123059,36,18,1,M,Single,459.9861188
193904,60,41,1,M,Married,46.42128042
180267,27,10,1,F,Single,242.2763623
172754,60,39,1,M,Married,117.4743023
189047,68,51,1,M,Married,152.8376727
190565,43,24,1,F,Married,436.6028495
181437,31,10,1,M,Single,246.6193297
145394,56,38,1,F,Married,322.4044828
188884,17,0,1,F,Single,350.3614044
180972,65,46,1,F,Single,147.1745904
188629,32,14,1,F,Single,372.8808668
176016,22,3,1,F,Married,329.1457386
149456,52,35,1,F,Married,329.647359
184675,67,50,1,M,Married,221.5471761
157711,28,11,1,M,Married,537.3045231
143665,47,27,1,M,Single,402.2915712
121485,48,30,1,F,Single,340.8082596
171769,43,26,1,F,Married,334.6358125
124926,57,36,1,M,Married,148.2439976
190404,25,6,1,F,Single,757.8709012
125093,43,26,1,F,Married,410.2660657
163832,70,53,1,F,Married,98.22413289
148118,69,52,1,F,Single,407.7675108
110395,70,53,1,F,Married,63.34173415
116276,25,8,1,M,Single,394.2728194
103588,43,24,1,F,Single,480.6784621
187857,70,49,1,M,Single,179.8226162
189771,23,5,1,M,Single,225.4107538
135237,29,9,1,M,Single,456.8106223
192799,64,44,1,M,Married,79.02764007
113259,38,20,1,M,Married,625.919221
130769,25,6,1,M,Single,950.4048689
100120,60,42,1,M,Single,148.5037972
166154,42,25,1,M,Single,431.5898049
191051,70,51,1,M,Single,302.0260161
164558,70,52,1,M,Married,184.317085
161536,59,41,1,M,Single,426.0073629
141735,58,39,1,M,Married,379.5952303
177821,52,32,1,F,Married,439.5392875
168401,61,43,1,F,Married,239.7626287
125396,68,48,1,M,Single,159.1670464
170934,40,22,1,M,Married,159.4855752
172308,68,49,1,F,Single,82.41769821
196611,18,0,1,F,Married,520.6205018
108856,55,34,1,M,Married,536.2569214
112089,49,29,1,F,Married,336.5527431
194850,43,26,1,F,Single,472.460003
196594,22,4,1,M,Single,481.2308348
134150,35,17,1,F,Married,284.4274153
114357,21,4,1,F,Single,808.7610789
173922,22,5,1,F,Single,406.8305601
119064,55,37,1,M,Single,394.234324
184116,27,6,1,F,Single,392.2091444
167511,55,38,1,M,Married,488.3571976
145181,63,46,1,M,Married,99.59866543
162559,22,3,1,F,Married,283.0236307
121784,20,2,1,F,Single,576.7216887
113460,69,51,1,M,Married,204.8013733
163324,22,5,1,F,Single,518.3756905
112207,45,25,1,F,Married,307.8064177
121313,31,13,1,M,Single,600.2850832
116002,41,24,1,M,Married,359.0747385
180037,51,33,1,F,Single,294.0259335
137393,32,14,1,M,Married,407.4961917
154293,50,33,1,F,Single,367.5426684
182064,33,14,1,F,Single,463.0778287
136631,20,2,1,F,Married,191.8077892
195547,34,13,1,M,Married,358.9893059
187431,18,0,1,F,Married,222.1065657
140583,64,43,1,F,Married,446.8073503
108052,20,1,1,M,Single,939.1788216
120707,22,4,1,F,Single,572.8165632
120804,68,50,1,M,Married,449.4269416
192823,70,50,1,M,Single,256.4290973
132758,22,3,1,M,Single,853.178004
104980,17,0,1,M,Married,476.875928
181837,21,4,1,F,Single,272.4924191
196887,16,0,1,M,Married,238.350289
164360,19,0,1,F,Married,395.5430993
136359,20,3,1,F,Married,503.0228692
154255,53,32,1,F,Married,359.4808954
178705,44,23,1,F,Single,370.0811782
197817,32,11,1,M,Married,259.6195249
179870,43,25,1,F,Married,329.0893262
142091,26,8,1,F,Married,125.8771424
101160,61,44,1,M,Single,577.1904324
173154,69,52,1,M,Single,152.6024359
114142,55,37,1,F,Married,342.9086256
142619,59,38,1,F,Single,490.0252621
198773,18,0,1,M,Married,282.3993159
198956,53,33,1,F,Married,330.7438724
112431,27,8,1,M,Single,484.5144708
178296,61,43,1,M,Single,261.6904151
140599,37,19,1,M,Married,377.0143389
100902,66,47,1,M,Married,72.31203068
124872,52,31,1,F,Married,645.0260481
189276,38,18,1,F,Single,484.5883292
101662,16,0,1,F,Single,419.0931662
182710,18,0,1,M,Single,563.8058374
148947,63,44,1,M,Single,264.4793918
131837,26,6,1,M,Single,636.9060704
152227,69,51,1,F,Single,102.5836151
121023,21,4,1,F,Married,302.7542004
123822,19,0,1,F,Single,433.2087995
